	Bayesian Skyline: Flu.log			
Time	Mean	Median	Upper	Lower
1999.5986328575982	2.4244066534258666	1.6907127532199897	8.083528461498613	0.4545215640486621
1999.5167939615012	2.369853293059854	1.6578108922576695	7.953744077296635	0.4548082064854333
1999.4349550654042	2.3224821143260885	1.6255782934667766	7.92863643139216	0.4545215640486621
1999.3531161693072	2.273667114180584	1.595616466176378	7.741959587682753	0.4545215640486621
1999.2712772732102	2.2237325483082757	1.56232719091041	7.59940057390014	0.4545215640486621
1999.1894383771132	2.1660091031645416	1.5419111785374875	7.416793250877596	0.4545215640486621
1999.1075994810162	2.104680427697367	1.526007729515072	7.284897033867099	0.4545215640486621
1999.0257605849192	2.0800623070179736	1.5102314854740007	7.133161469164949	0.4545215640486621
1998.9439216888222	2.0473122801075956	1.4980805356575404	6.96015543870696	0.4548082064854333
1998.8620827927252	2.016832325785074	1.489383331433468	6.844240755074506	0.4545215640486621
